idx	deg	nvars	litbits	nmon	coefbits
1121	2	10	296	8	314
1122	2	17	22	17	33
1123	2	34	23	39	27
1124	4	10	6	45	12
1125	2	10	24	7	31
1126	4	17	6	273	12
1127	2	27	24	31	41
1128	2	43	24	31	29
1129	4	31	6	664	13
1130	2	17	16	22	36
1131	4	15	6	169	17
1132	2	7	4	7	4
1133	2	15	28	19	34
1134	2	11	24	66	55
1135	2	9	14	12	20
1136	2	28	28	33	57
1137	2	21	27	14	56
1138	2	25	26	35	33
1139	4	16	18	231	58
1140	4	8	16	129	30
1141	4	24	23	433	57
1142	2	26	27	31	33
1143	8	35	24	-1	-1
1144	2	8	6	17	7
1145	2	12	16	25	23
1146	2	18	23	13	46
1147	2	11	19	22	26
1148	4	20	24	120	52
1149	2	47	296	36	329
1150	2	24	28	33	34
1151	2	11	6	66	12
1152	4	28	24	210	58
1153	2	6	15	12	22
1154	1	18	6	18	10
1155	2	22	6	30	7
1156	2	4	14	9	20
1157	2	24	24	24	28
1158	2	8	28	11	33
1159	2	10	6	55	13
1160	2	22	27	30	32
1161	2	7	296	6	300
1162	2	19	6	19	6
1163	1	16	25	16	31
1164	2	25	6	34	12
1165	2	19	28	23	33
1166	2	12	6	25	7
1167	4	49	24	630	58
1168	2	24	24	27	33
1169	2	2	5	3	6
1170	2	18	6	21	12
1171	2	33	6	39	10
1172	4	9	6	54	12
1173	2	44	24	31	47
1174	2	6	28	9	34
1175	2	19	24	23	33
1176	4	19	6	190	12
1177	2	38	24	27	32
1178	2	5	28	10	34
1179	1	6	26	6	30
1180	2	21	24	22	43
1181	2	55	24	40	44
1182	4	4	16	21	42
1183	4	9	19	45	46
1184	2	15	24	14	44
1185	2	26	6	34	9
1186	2	48	24	35	33
1187	2	4	26	6	47
1188	2	35	24	25	29
1189	2	20	23	24	28
1190	2	23	28	23	34
1191	2	9	6	18	7
1192	4	10	6	221	19
1193	2	14	28	13	57
1194	2	24	16	32	22
1195	2	14	24	10	27
1196	2	14	24	10	40
1197	2	47	24	33	32
1198	2	7	5	8	5
1199	4	21	6	324	13
1200	2	18	15	18	22
1201	2	31	16	40	22
1202	2	33	24	24	28
1203	2	30	24	22	33
1204	4	26	23	460	56
1205	2	27	19	31	25
1206	2	7	28	15	34
1207	2	19	16	25	21
1208	2	17	28	21	34
1209	4	25	24	377	59
1210	2	21	20	21	26
1211	1	25	18	26	23
1212	2	44	24	30	31
1213	1	17	6	18	6
1214	4	17	28	226	40
1215	2	15	28	21	34
1216	2	24	6	26	12
1217	2	2	15	4	21
1218	2	12	16	16	26
1219	2	5	6	6	6
1220	2	47	23	33	45
1221	2	35	28	39	54
1222	1	4	16	4	21
1223	4	24	6	405	13
1224	2	24	26	32	47
1225	2	22	14	30	20
1226	2	11	16	14	25
1227	2	35	27	39	56
1228	2	33	24	35	44
1229	2	21	24	21	48
1230	2	33	26	35	54
1231	2	14	27	15	55
1232	2	19	16	20	21
1233	4	48	24	595	56
1234	2	15	26	19	50
1235	2	10	16	12	22
1236	4	27	6	435	13
1237	4	48	24	630	59
1238	4	18	16	300	42
1239	2	24	6	300	19
1240	2	9	16	12	22
1241	2	25	27	33	48
1242	2	42	24	31	44
1243	2	19	17	23	23
1244	2	6	13	12	20
1245	2	8	23	7	46
1246	2	37	24	25	48
1247	2	28	24	27	49
1248	2	23	24	27	33
1249	4	33	24	661	56
1250	2	19	16	24	22
1251	2	9	6	8	9
1252	4	34	24	778	57
1253	2	24	296	19	301
1254	4	12	17	118	30
1255	1	11	24	11	40
1256	8	28	6	-1	-1
1257	4	56	28	820	86
1258	2	7	6	7	10
1259	2	22	17	30	23
1260	2	26	6	27	10
1261	4	18	16	300	42
1262	4	14	16	190	45
1263	4	20	24	231	55
1264	2	11	15	15	20
1265	8	27	6	35931	28
1266	2	27	24	19	47
1267	4	15	6	78	12
1268	2	19	20	19	26
1269	2	15	16	20	36
1270	4	20	6	8855	27
1271	2	7	23	5	26
1272	2	23	24	16	44
1273	2	10	28	21	35
1274	2	26	24	27	44
1275	2	24	24	28	31
1276	2	15	6	15	11
1277	2	28	296	22	306
1278	2	16	24	16	28
1279	2	26	23	30	32
1280	2	9	16	11	38
1281	2	9	5	45	11
1282	2	23	28	31	34
1283	2	26	6	35	10
1284	2	48	296	38	328
1285	2	24	296	18	326
1286	2	23	24	24	29
1287	1	11	24	11	28
1288	2	14	16	18	25
1289	2	12	20	16	39
1290	2	13	23	10	31
1291	2	27	24	28	28
1292	2	14	28	28	34
1293	2	12	27	15	48
1294	2	27	24	32	49
1295	2	34	19	45	25
1296	8	36	24	20475	116
1297	2	35	24	25	47
1298	1	10	24	10	49
1299	2	7	6	14	6
1300	2	16	6	20	10
1301	2	3	27	4	47
1302	4	5	5	21	11
1303	4	26	24	190	57
1304	2	23	24	16	29
1305	2	7	24	28	58
1306	4	28	6	559	14
1307	4	28	6	527	13
1308	2	7	21	6	25
1309	4	11	6	222	15
1310	2	2	15	4	20
1311	4	30	6	594	18
1312	4	24	6	401	13
1313	4	30	296	323	602
1314	2	18	21	18	25
1315	1	16	16	16	21
1316	2	34	6	42	7
1317	2	8	16	11	22
1318	2	4	6	8	9
1319	1	12	28	12	34
1320	2	12	16	25	23
1321	2	18	13	19	19
1322	2	24	16	31	21
1323	2	4	15	9	19
1324	4	9	6	55	11
1325	2	17	24	20	42
1326	2	9	23	6	29
1327	2	15	6	16	6
1328	4	22	24	324	57
1329	4	53	24	780	59
1330	2	11	20	22	27
1331	2	19	26	26	33
1332	1	7	20	7	26
1333	4	9	20	181	33
1334	2	27	6	29	8
1335	2	31	25	35	53
1336	2	25	24	18	34
1337	2	10	23	11	44
1338	2	25	24	28	29
1339	4	32	24	595	56
1340	2	27	6	28	10
1341	4	21	24	297	56
1342	4	49	24	630	72
1343	4	22	20	346	33
1344	1	18	6	18	10
1345	4	17	23	66	56
1346	2	26	27	29	57
1347	2	26	14	35	20
1348	4	9	6	65	15
1349	2	24	296	19	317
1350	2	28	24	28	44
1351	2	14	6	120	13
1352	2	8	20	10	40
1353	2	18	28	18	57
1354	2	24	6	28	6
1355	4	31	24	253	58
1356	2	17	21	12	43
1357	2	9	6	10	10
1358	4	23	24	136	57
1359	2	28	6	30	6
1360	2	23	24	23	49
1361	4	5	5	21	12
1362	4	31	6	770	13
1363	1	8	28	8	53
1364	4	29	296	253	604
1365	4	22	16	276	29
1366	2	21	23	22	33
1367	2	8	5	7	8
1368	2	10	24	7	48
1369	1	26	20	27	26
1370	8	31	6	-1	-1
1371	2	18	24	19	44
1372	1	11	6	11	9
1373	2	11	296	9	301
1374	4	20	22	295	44
1375	2	11	6	22	12
1376	2	24	16	31	22
1377	1	5	27	5	53
1378	2	16	6	136	14
1379	4	26	12	626	25
1380	2	30	24	21	51
1381	2	6	15	6	21
1382	2	5	28	10	34
1383	2	13	17	10	23
1384	2	7	24	28	58
1385	2	32	23	22	28
1386	2	12	22	13	44
1387	2	5	6	6	8
1388	2	33	26	35	55
1389	2	10	28	14	45
1390	2	28	24	31	33
1391	4	11	28	55	41
1392	4	36	296	405	599
1393	2	7	16	9	35
1394	2	9	15	19	21
1395	4	18	6	153	12
1396	4	8	28	28	76
1397	2	22	27	22	32
1398	2	44	296	35	301
1399	2	34	22	42	38
1400	2	14	6	11	11
1401	4	29	296	253	601
1402	2	24	23	18	27
1403	1	14	14	14	20
1404	4	28	16	728	28
1405	2	18	6	18	11
1406	2	50	24	36	47
1407	4	37	27	351	85
1408	2	16	6	32	12
1409	4	3	6	19	13
1410	2	18	6	171	13
1411	2	7	27	9	41
1412	2	11	24	8	47
1413	2	19	18	16	24
1414	1	20	16	20	21
1415	2	25	6	28	6
1416	4	40	24	406	57
1417	2	35	296	29	301
1418	2	40	24	28	48
1419	2	13	6	14	9
1420	2	6	24	9	28
1421	4	7	15	113	28
1422	2	42	28	31	56
1423	2	12	5	15	7
1424	2	23	6	31	6
1425	2	26	296	20	300
1426	2	32	24	37	49
1427	4	19	24	271	58
1428	4	7	6	44	13
1429	2	21	6	25	6
1430	2	17	18	34	24
1431	2	16	16	21	24
1432	2	10	6	20	10
1433	2	6	15	13	21
1434	2	8	13	6	17
1435	2	38	24	27	42
1436	2	28	24	33	49
1437	4	27	6	491	13
1438	4	27	6	494	13
1439	2	56	24	40	32
1440	2	28	24	20	32
1441	2	43	296	34	316
1442	2	26	24	31	48
1443	4	12	6	135	12
1444	4	56	24	820	75
1445	2	41	24	29	45
1446	4	18	24	228	78
1447	2	19	6	18	7
1448	2	21	27	24	56
1449	2	7	6	14	9
1450	2	18	16	27	37
1451	2	15	19	19	39
1452	4	22	5	253	11
1453	2	22	28	22	56
1454	4	40	24	406	58
1455	2	24	19	27	25
1456	2	19	24	22	46
1457	2	29	24	33	46
1458	4	6	6	85	13
1459	2	30	24	34	28
1460	4	5	6	27	12
1461	2	9	6	19	6
1462	2	28	24	29	50
1463	4	38	24	378	60
1464	2	18	24	16	30
1465	2	12	28	16	33
1466	2	14	6	17	7
1467	2	36	23	42	42
1468	1	12	6	12	10
1469	2	9	15	18	21
1470	2	19	19	24	25
1471	2	27	24	19	32
1472	4	15	19	78	30
1473	2	17	23	17	39
1474	2	25	15	35	22
1475	4	40	24	406	62
1476	2	21	6	26	6
1477	4	48	24	595	57
1478	2	40	28	28	57
1479	2	53	24	38	32
1480	4	13	6	91	12
1481	4	40	24	435	57
1482	4	27	6	526	13
1483	2	12	15	10	21
1484	2	23	24	16	45
1485	2	28	24	19	34
1486	4	21	24	231	60
1487	2	33	24	23	47
1488	2	21	24	14	27
1489	4	3	5	19	13
1490	2	40	24	28	45
1491	1	24	28	25	34
1492	2	22	6	30	8
1493	8	35	6	-1	-1
1494	4	13	6	152	14
1495	2	26	6	33	9
1496	4	31	24	594	78
1497	4	13	22	55	49
1498	4	12	6	313	14
1499	4	9	15	36	26
1500	2	38	24	28	46
1501	2	12	6	16	11
1502	4	6	14	28	26
1503	2	6	20	7	25
1504	2	9	24	45	74
1505	2	26	23	29	44
1506	2	20	24	24	34
1507	2	23	24	27	34
1508	2	12	27	25	33
1509	2	19	6	25	8
1510	4	19	5	136	11
1511	2	10	6	14	8
1512	2	34	15	42	21
1513	1	18	6	18	7
1514	4	17	6	153	12
1515	2	46	24	33	30
1516	4	30	24	559	75
1517	4	31	24	527	63
1518	2	37	28	27	55
1519	2	8	19	16	25
1520	2	33	6	45	7
1521	2	28	14	33	20
1522	4	16	6	205	13
1523	2	15	28	16	56
1524	2	25	24	27	43
1525	2	8	6	17	11
1526	4	40	24	435	54
1527	2	24	16	32	25
1528	2	16	16	17	22
1529	2	20	6	21	6
1530	4	15	6	136	13
1531	2	41	296	32	319
1532	2	56	24	40	29
1533	2	19	16	25	20
1534	4	22	16	465	42
1535	2	30	6	37	7
1536	8	15	6	8436	27
1537	2	16	24	11	44
1538	2	7	24	5	46
1539	4	14	17	188	29
1540	2	12	19	13	24
1541	4	2	5	6	8
1542	4	21	6	403	13
1543	2	6	16	12	22
1544	4	39	296	526	600
1545	4	27	24	491	57
1546	2	29	24	34	42
1547	2	30	23	34	32
1548	4	8	5	21	11
1549	2	25	23	26	47
1550	2	5	19	11	25
1551	2	12	6	12	6
1552	2	31	27	40	33
1553	2	11	16	14	21
1554	2	22	24	16	29
1555	2	11	27	23	35
1556	4	28	23	210	56
1557	2	22	26	30	32
1558	2	40	24	28	29
1559	1	11	20	11	26
1560	2	22	24	22	33
1561	2	10	16	13	32
1562	2	21	5	21	10
1563	4	33	24	701	60
1564	1	6	12	7	19
1565	2	17	6	21	6
1566	2	14	6	19	10
1567	2	21	24	21	27
1568	2	12	295	9	299
1569	4	31	24	628	58
1570	2	5	28	7	47
1571	4	11	15	105	40
1572	1	6	6	6	6
1573	4	33	6	812	13
1574	4	7	14	99	27
1575	4	8	15	145	30
1576	2	10	6	19	6
1577	2	30	16	40	22
1578	2	48	296	39	327
1579	2	23	12	23	18
1580	4	9	28	75	41
1581	4	8	6	65	12
1582	2	27	24	31	34
1583	2	19	24	20	43
1584	4	21	6	253	12
1585	2	33	296	25	318
1586	1	35	26	35	32
1587	2	4	5	8	10
1588	4	34	6	-1	-1
1589	4	24	24	171	57
1590	4	28	24	559	66
1591	1	10	6	11	6
1592	2	26	20	35	27
1593	2	23	28	32	34
1594	1	4	6	4	7
1595	4	10	6	201	14
1596	4	16	23	66	50
1597	4	10	24	55	56
1598	1	29	27	29	32
1599	4	8	28	15	81
1600	1	14	6	14	12
1601	2	16	6	20	10
1602	8	7	6	2241	29
1603	2	10	6	11	7
1604	2	44	24	30	45
1605	2	24	23	29	33
1606	4	14	6	170	14
1607	4	28	24	210	71
1608	2	17	24	18	29
1609	2	30	24	35	48
1610	2	30	24	21	29
1611	4	7	4	28	10
1612	4	30	6	730	13
1613	2	25	6	34	7
1614	2	30	24	22	44
1615	2	14	23	14	30
1616	2	27	26	28	55
1617	2	40	28	28	57
1618	2	14	28	17	50
1619	2	7	5	9	8
1620	4	10	28	89	40
1621	2	11	19	13	25
1622	2	20	6	21	10
1623	2	32	27	35	56
1624	4	18	15	252	28
1625	2	16	23	17	27
1626	2	38	24	27	29
1627	2	7	3	6	5
1628	2	37	24	27	48
1629	1	16	6	17	10
1630	1	4	6	4	6
1631	2	10	6	14	10
1632	2	14	6	17	11
1633	1	14	28	14	34
1634	2	48	24	35	49
1635	2	48	296	38	301
1636	2	25	28	29	34
1637	2	18	27	22	34
1638	2	19	24	23	49
1639	2	21	16	28	22
1640	1	4	5	4	6
1641	2	14	15	18	21
1642	2	13	6	17	7
1643	2	18	28	22	34
1644	2	21	27	28	32
1645	2	42	296	33	329
1646	4	5	27	61	40
1647	2	35	28	25	56
1648	2	17	6	18	6
1649	2	5	28	11	35
1650	2	30	24	34	30
1651	2	8	23	5	39
1652	1	4	20	4	23
1653	2	33	24	35	47
1654	4	16	6	528	19
1655	2	11	16	15	36
1656	2	50	24	36	29
1657	2	8	25	17	31
1658	1	38	6	38	10
1659	4	20	16	351	44
1660	2	14	24	15	32
1661	4	19	6	271	12
1662	2	12	6	16	6
1663	2	37	24	26	44
1664	2	30	296	23	316
1665	2	34	20	42	26
1666	4	29	296	275	629
1667	4	6	6	85	13
1668	2	7	16	9	34
1669	1	16	6	16	9
1670	2	17	24	13	48
1671	4	55	24	820	59
1672	2	30	24	22	29
1673	4	6	20	28	31
1674	4	6	6	73	18
1675	1	28	6	29	7
1676	2	19	6	26	6
1677	2	20	14	19	20
1678	2	28	24	30	30
1679	2	27	24	28	32
1680	2	28	6	33	7
1681	2	20	24	21	45
1682	2	33	24	23	45
1683	2	23	296	18	301
1684	2	10	19	21	25
1685	2	30	24	34	34
1686	2	26	24	30	30
1687	2	6	6	13	11
1688	4	12	6	134	13
1689	4	20	24	105	76
1690	2	17	6	22	8
1691	2	14	16	17	22
1692	4	8	6	136	12
1693	4	33	24	276	70
1694	1	22	6	22	11
1695	2	4	19	9	25
1696	4	4	20	36	31
1697	2	45	296	36	321
1698	2	19	24	18	34
1699	2	24	6	29	8
1700	2	10	22	7	46
1701	2	26	24	25	43
1702	2	4	25	8	30
1703	2	7	19	14	25
1704	2	21	20	26	26
1705	1	22	28	22	33
1706	2	8	6	7	11
1707	4	20	24	105	57
1708	2	6	20	13	26
1709	2	24	19	26	25
1710	1	24	20	24	26
1711	1	16	15	17	21
1712	1	11	28	12	34
1713	4	27	16	591	29
1714	1	6	6	6	6
1715	2	14	6	105	12
1716	2	14	28	18	33
1717	2	17	24	11	45
1718	2	37	25	26	53
1719	4	27	24	463	58
1720	2	10	24	6	31
1721	4	32	24	701	56
1722	2	22	16	23	21
1723	2	15	27	21	33
1724	2	35	24	26	45
1725	2	5	5	10	10
1726	2	13	20	17	41
1727	8	6	6	985	27
1728	2	7	19	15	25
1729	2	12	19	16	25
1730	2	10	19	7	24
1731	4	14	16	171	42
1732	4	4	28	26	40
1733	4	29	24	593	74
1734	2	12	20	9	24
1735	2	5	16	7	24
1736	2	36	24	25	34
1737	2	4	20	5	25
1738	2	25	24	26	48
1739	2	15	24	14	31
1740	2	51	24	35	32
1741	4	21	24	120	60
1742	2	24	16	33	22
1743	2	26	6	31	6
1744	4	9	16	78	40
1745	2	22	24	23	49
1746	4	49	23	595	58
1747	2	12	24	11	42
1748	2	14	16	12	21
1749	4	26	28	190	85
1750	2	23	27	24	57
1751	4	30	6	-1	-1
1752	1	13	24	13	30
1753	2	15	295	11	301
1754	2	22	23	25	47
1755	1	22	16	22	22
1756	2	17	27	20	33
1757	2	7	28	15	34
1758	2	31	24	34	49
1759	2	9	28	19	34
1760	1	17	6	17	10
1761	2	54	24	39	29
1762	2	14	5	11	10
1763	2	53	24	39	29
1764	2	41	28	29	56
1765	2	8	5	6	7
1766	4	4	5	28	11
1767	4	8	20	55	60
1768	2	17	19	21	24
1769	2	22	24	26	29
1770	4	26	24	378	61
1771	2	12	5	13	5
1772	2	6	6	13	9
1773	2	32	6	39	6
1774	2	24	28	33	34
1775	4	17	5	229	15
1776	2	22	6	253	12
1777	2	12	16	16	36
1778	2	3	5	6	10
1779	2	25	6	29	7
1780	2	17	6	21	9
1781	2	32	24	36	42
1782	2	19	6	21	9
1783	4	20	6	231	12
1784	2	27	24	28	33
1785	2	47	296	37	318
1786	4	11	6	265	14
1787	2	34	6	43	11
1788	2	4	14	8	21
1789	2	8	28	17	34
1790	2	20	27	20	56
1791	2	22	20	24	26
1792	2	32	6	42	6
1793	2	11	27	23	33
1794	4	22	24	120	55
1795	2	30	19	33	24
1796	4	14	12	188	26
1797	1	16	28	14	33
1798	4	19	6	190	13
1799	1	24	19	22	25
1800	1	18	6	18	9
1801	2	6	20	12	26
1802	4	9	6	181	14
1803	2	33	14	44	20
1804	2	3	5	6	5
1805	4	4	6	33	18
1806	2	9	6	11	6
1807	2	51	296	41	300
1808	2	6	15	7	22
1809	2	20	24	14	44
1810	2	16	28	15	33
1811	4	19	16	325	42
1812	4	10	20	91	60
1813	2	26	6	35	7
1814	2	13	16	26	22
1815	4	14	24	91	58
1816	4	20	6	274	18
1817	2	14	23	13	29
1818	2	21	6	28	11
1819	2	20	296	16	301
1820	4	6	6	85	13
1821	2	10	15	21	21
1822	2	18	16	22	22
1823	4	15	16	210	43
1824	2	21	23	24	26
1825	2	6	27	21	79
1826	1	7	28	7	58
1827	1	17	16	18	22
1828	2	6	25	7	30
1829	1	18	19	18	25
1830	2	2	6	4	7
1831	2	22	26	29	46
1832	2	12	6	16	7
1833	2	17	24	16	33
1834	1	22	24	22	48
1835	2	29	28	38	34
1836	2	33	23	37	40
1837	1	18	6	18	11
1838	4	14	6	170	13
1839	2	12	16	24	22
1840	4	9	6	180	13
1841	2	34	27	41	50
1842	2	33	24	37	41
1843	2	22	23	23	28
1844	2	23	295	18	326
1845	4	7	6	44	12
1846	2	17	24	18	28
1847	2	3	6	7	7
1848	2	9	6	19	12
1849	4	11	6	243	13
1850	2	3	14	7	20
1851	2	35	24	25	42
1852	4	30	24	628	59
1853	2	21	28	28	48
1854	4	10	16	91	42
1855	2	8	28	10	33
1856	4	11	6	243	17
1857	1	16	25	16	31
1858	2	29	6	35	10
1859	2	28	24	29	47
1860	2	35	24	40	43
1861	4	18	6	153	12
1862	2	47	24	33	28
1863	2	37	296	28	329
1864	2	20	16	210	29
1865	4	13	6	105	13
1866	2	32	24	36	29
1867	2	8	16	10	19
1868	1	8	6	8	9
1869	2	9	6	18	7
1870	2	30	28	35	53
1871	4	12	296	45	600
1872	2	25	28	26	56
1873	4	26	24	378	52
1874	2	16	28	20	50
1875	2	28	24	32	48
1876	1	14	15	14	20
1877	2	18	15	17	21
1878	2	35	28	37	56
1879	2	18	20	21	26
1880	2	22	6	253	14
1881	4	23	24	299	59
1882	2	21	24	21	44
1883	2	10	28	21	35
1884	2	11	20	15	26
1885	1	25	28	26	34
1886	2	19	6	20	11
1887	2	11	27	15	33
1888	1	7	6	8	7
1889	2	12	20	24	27
1890	1	7	24	7	45
1891	2	34	24	38	31
1892	2	13	296	10	315
1893	4	21	17	231	29
1894	2	52	24	38	46
1895	2	47	24	33	29
1896	2	8	14	5	19
1897	4	11	5	265	14
1898	2	24	14	29	21
1899	4	9	6	55	12
1900	2	12	6	11	9
1901	2	9	6	17	7
1902	2	23	6	29	7
1903	1	8	23	8	44
1904	2	9	23	6	43
1905	2	26	24	25	48
1906	2	48	28	35	55
1907	4	17	24	207	61
1908	2	33	27	42	33
1909	4	4	5	15	10
1910	2	5	16	7	36
1911	4	18	6	322	14
1912	2	4	19	9	24
1913	2	30	296	24	319
1914	2	24	23	17	32
1915	2	20	6	27	6
1916	2	22	12	21	18
1917	1	7	27	7	56
1918	4	13	27	78	84
1919	1	24	16	24	22
1920	2	37	296	29	306
1921	1	22	19	22	25
1922	4	18	24	153	57
1923	2	27	24	30	43
1924	2	41	296	32	301
1925	2	14	15	120	27
1926	2	30	28	21	57
1927	4	7	6	36	13
1928	2	7	15	9	33
1929	1	9	16	9	21
1930	2	33	24	35	30
1931	2	16	23	11	31
1932	2	35	24	25	29
1933	2	18	26	22	32
1934	2	9	23	11	42
1935	2	28	6	32	11
1936	2	19	23	13	32
1937	4	27	24	190	56
1938	2	28	23	20	46
1939	2	12	6	25	9
1940	2	34	28	39	55
1941	2	18	6	20	8
1942	4	48	296	777	603
1943	4	15	6	169	13
1944	1	16	19	17	25
1945	4	34	24	813	57
1946	2	28	6	35	6
1947	4	4	6	26	14
1948	2	35	24	39	47
1949	4	6	16	28	42
1950	8	18	6	11495	25
1951	2	8	28	17	35
1952	2	14	24	15	32
1953	2	24	15	28	21
1954	2	25	15	29	20
1955	2	26	24	26	43
1956	2	24	28	27	34
1957	4	12	5	55	11
1958	4	18	24	190	72
1959	4	40	296	526	630
1960	4	20	6	375	12
1961	2	23	6	29	11
1962	4	8	5	15	10
1963	2	44	296	34	328
1964	4	19	296	135	621
1965	4	7	6	99	13
1966	2	18	16	18	22
1967	2	26	6	33	6
1968	2	51	296	40	317
1969	2	16	28	19	34
1970	2	23	26	26	32
1971	1	25	28	26	33
1972	2	27	24	31	48
1973	4	32	24	661	56
1974	2	23	26	24	55
1975	2	35	26	36	56
1976	2	11	24	9	27
1977	2	12	24	13	44
1978	2	9	6	6	10
1979	8	13	16	5815	86
1980	4	42	296	559	622
1981	1	18	20	19	26
1982	4	12	6	118	12
1983	2	6	16	7	22
1984	2	15	27	19	48
1985	2	46	28	32	56
1986	4	21	16	406	41
1987	4	24	6	557	13
1988	2	6	27	7	47
1989	2	19	24	14	43
1990	8	26	24	27405	119
1991	4	8	3	28	7
1992	2	24	16	27	22
1993	2	5	20	6	26
1994	2	9	24	10	29
1995	2	55	24	39	48
1996	2	21	296	15	316
1997	2	14	6	19	6
1998	2	27	6	31	12
1999	2	8	23	5	33
2000	2	17	24	18	29
2001	4	19	24	271	57
2002	2	17	5	17	5
2003	2	10	6	13	10
2004	2	11	24	23	30
2005	4	48	24	595	59
2006	1	31	20	32	26
2007	2	8	28	8	31
2008	4	32	6	932	13
2009	2	9	6	9	6
2010	2	27	19	30	25
2011	4	11	6	265	14
2012	2	6	14	13	20
2013	2	12	28	16	34
2014	2	26	24	29	29
2015	2	13	16	15	22
2016	2	5	6	11	12
2017	2	22	24	29	44
2018	2	28	14	32	20
2019	2	23	16	29	22
2020	2	13	6	17	6
2021	2	23	24	28	43
2022	2	25	24	28	44
2023	2	32	18	36	18
2024	1	16	11	16	18
2025	2	7	5	7	5
2026	1	25	27	25	32
2027	2	14	16	18	37
2028	4	8	23	21	56
2029	2	20	20	28	26
2030	2	21	27	14	52
2031	4	20	6	402	12
2032	4	16	6	205	12
2033	2	15	24	11	30
2034	4	32	296	299	602
2035	2	4	18	9	24
2036	2	12	6	24	9
2037	2	12	13	15	19
2038	2	15	18	20	24
2039	4	27	6	491	17
2040	2	14	24	14	44
2041	4	20	23	231	56
2042	2	2	16	4	20
2043	2	33	24	23	34
2044	2	25	24	30	30
2045	2	3	17	4	35
2046	2	15	6	20	11
2047	2	56	28	40	56
2048	2	4	28	5	33
2049	2	9	5	7	9
2050	2	23	24	24	28
2051	2	29	24	21	44
2052	2	19	26	24	46
2053	2	35	24	25	43
2054	2	6	5	28	11
2055	2	10	6	20	11
2056	2	13	6	16	7
2057	2	10	12	21	19
2058	4	29	24	556	59
2059	2	48	24	35	45
2060	2	26	24	26	46
2061	2	21	28	25	35
2062	4	24	24	276	57
2063	2	22	6	253	17
2064	4	12	5	131	13
2065	2	15	6	18	7
2066	4	7	16	45	54
2067	2	5	5	10	10
2068	4	14	6	170	13
2069	2	22	5	25	5
2070	2	28	6	37	6
2071	2	15	296	12	339
2072	4	25	26	430	38
2073	2	24	24	32	30
2074	1	4	16	4	21
2075	2	13	27	12	54
2076	4	32	6	734	13
2077	2	22	19	30	25
2078	2	6	16	13	22
2079	2	30	24	22	47
2080	4	32	24	701	61
2081	2	23	6	26	6
2082	4	31	24	664	59
2083	2	37	24	26	29
2084	2	11	16	14	22
2085	2	24	27	48	33
2086	2	7	20	9	39
2087	4	33	24	703	59
2088	2	26	6	33	7
2089	2	15	6	20	11
2090	4	31	24	253	58
2091	2	16	24	16	43
2092	2	8	26	16	32
2093	2	15	16	19	25
2094	2	23	6	25	8
2095	2	10	20	55	33
2096	2	38	24	28	29
2097	2	13	6	16	10
2098	2	18	27	17	32
2099	2	5	6	10	7
2100	2	26	20	31	26
2101	2	5	26	11	33
2102	2	25	28	34	35
2103	2	14	6	15	11
2104	2	15	24	14	29
2105	4	30	24	628	57
2106	4	13	26	55	80
2107	2	15	27	15	55
2108	2	25	6	34	12
2109	1	10	5	11	8
2110	2	7	16	6	22
2111	2	15	24	14	50
2112	2	11	26	14	47
2113	2	22	24	27	42
2114	2	6	16	12	22
2115	2	33	18	41	23
2116	2	3	26	7	32
2117	4	40	26	406	85
2118	2	34	24	24	42
2119	8	15	6	3060	26
2120	4	24	6	557	12
2121	4	26	296	209	597
2122	2	4	5	10	11
2123	2	34	24	38	30
2124	4	23	20	496	62
2125	2	12	28	12	55
2126	2	11	16	14	19
2127	4	19	24	190	58
2128	2	14	28	105	39
2129	8	23	6	-1	-1
2130	2	14	16	19	36
2131	2	21	22	22	42
2132	4	31	24	590	57
2133	2	12	17	24	23
2134	2	9	26	7	32
2135	2	30	24	35	52
2136	4	16	5	205	11
2137	2	22	24	26	31
2138	2	7	14	15	21
2139	2	16	294	13	304
2140	4	21	20	403	32
2141	4	49	24	630	58
2142	4	6	5	126	24
2143	4	13	28	151	39
2144	2	14	16	13	22
2145	2	4	16	9	21
2146	2	13	28	12	32
2147	2	38	296	29	315
2148	2	16	26	18	32
2149	4	6	16	36	42
2150	2	7	28	9	34
2151	4	26	6	494	17
2152	2	54	24	39	45
2153	2	52	24	37	45
2154	4	5	6	61	13
2155	4	50	24	666	55
2156	2	19	24	19	29
2157	2	31	24	34	30
2158	1	7	24	7	45
2159	2	12	20	16	40
2160	4	19	24	190	77
2161	2	8	6	17	11
2162	8	8	16	705	80
2163	2	30	24	22	47
2164	1	6	20	6	27
2165	2	39	24	28	44
2166	2	25	6	351	12
2167	4	10	6	66	17
2168	1	23	15	24	21
2169	2	20	16	27	26
2170	2	20	16	19	22
2171	1	11	24	11	45
2172	2	23	6	26	12
2173	2	9	6	18	8
2174	2	9	19	12	40
2175	2	16	28	12	34
2176	2	37	296	29	325
2177	2	24	16	31	35
2178	4	8	6	129	14
2179	2	14	20	11	25
2180	2	29	296	23	316
2181	2	22	28	25	57
2182	2	15	19	18	25
2183	2	32	6	41	10
2184	2	19	26	23	32
2185	4	29	24	526	77
2186	4	3	6	25	18
2187	4	57	24	861	59
2188	2	32	24	37	48
2189	2	27	16	35	22
2190	2	21	24	22	31
2191	2	19	16	25	19
2192	4	39	296	495	604
2193	4	52	24	703	56
